SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
7940,correl_spearman|correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW01142->DW01102,4,0.9756358743034762|0.930234899218915|0.09656271159655025|0.11548580902611982,correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_spearman=0.0|correl_pearson=5.340172748447003E-14|dist_kullbackleibler=0.0|dist_bray=3.4049870325292275E-5,correl_spearman=0.9756358743034762|correl_pearson=0.930234899218915|dist_kullbackleibler=0.09656271159655025|dist_bray=0.11548580902611982,DW01142->DW01102,-0.00159612,-0.002164435,0.074910871,0.975635874,0,0,0,0.9739587133430418|0.9315866270992851|0.09545480581566419|0.1146705380704456,0.9745205543158446|0.9322569143055304|0.09506720918328476|0.11434928460722327,1000.0|1000.0|1000.0|1000.0,0.00510171942497929|0.015711483121762508|0.01725879289702682|0.015034496057653338,FALSE,,DW01142->DW01102,0
7979,dist_kullbackleibler|correl_pearson|correl_spearman|dist_bray,,copresence,DW01132->DW01177,4,0.1682232408372504|0.9209219013545898|0.9580084384520747|0.1168442089541224,dist_kullbackleibler=copresence|correl_pearson=copresence|correl_spearman=copresence|dist_bray=copresence,dist_kullbackleibler=0.0|correl_pearson=1.5039433531871538E-8|correl_spearman=0.0|dist_bray=1.2050300856381035E-4,dist_kullbackleibler=0.1682232408372504|correl_pearson=0.9209219013545898|correl_spearman=0.9580084384520747|dist_bray=0.1168442089541224,DW01132->DW01177,5.257534853,5.263027255,0.523035304,0.168223241,0,0,0,0.16809561842861165|0.9196088507622159|0.9563644348136505|0.11667555924212875,0.16411377335437172|0.9217408565647206|0.9574146513332398|0.11650101129906615,1000.0|1000.0|1000.0|1000.0,0.0485240243389333|0.027726122256355856|0.012231423398486051|0.021522898415893395,FALSE,,DW01132->DW01177,0
8042,dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman,,copresence,DW01235->DW01225,4,0.11879302645319385|0.14196590247919283|0.9286503500383773|0.9805409196012284,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|dist_bray=4.565774236686693E-6|correl_pearson=1.635247492970393E-12|correl_spearman=0.0,dist_kullbackleibler=0.11879302645319385|dist_bray=0.14196590247919283|correl_pearson=0.9286503500383773|correl_spearman=0.9805409196012284,DW01235->DW01225,6.418541113,6.416690325,0.677986868,0.118793026,0,0,0,0.11524826957638103|0.13839507070617768|0.933674270513616|0.9795580377326508,0.11558942899125868|0.13813518917841328|0.9338707046257061|0.9801082924067825,1000.0|1000.0|1000.0|1000.0,0.025710525598726663|0.0200875228880487|0.018009314219150703|0.0059046070899974965,FALSE,,DW01235->DW01225,0
8101,dist_kullbackleibler|dist_bray|correl_spearman|correl_pearson,,copresence,DW01178->DW01202,4,0.13369320204201748|0.075944100061623|0.9587856983583903|0.9660311563475408,dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=1.1234346786181959E-8|correl_spearman=1.1102230246251565E-16|correl_pearson=1.6653345369377348E-16,dist_kullbackleibler=0.13369320204201748|dist_bray=0.075944100061623|correl_spearman=0.9587856983583903|correl_pearson=0.9660311563475408,DW01178->DW01202,5.016077926,5.01871017,0.492194133,0.133693202,0,0,0,0.13397861716976375|0.07610299603270114|0.9572219126931673|0.9658165758361378,0.12471904903507058|0.07552129720796907|0.9588688988196947|0.9676691309550275,1000.0|1000.0|1000.0|1000.0,0.060006976188009195|0.009836591337585705|0.013611850877027269|0.014071295685769751,FALSE,,DW01178->DW01202,0
8102,correl_spearman|dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01233->DW01138,4,0.9658523179561049|0.10047144996579674|0.9335357195172113|0.1080735255469174,correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=5.170031069923198E-12|dist_bray=4.140474811897832E-7,correl_spearman=0.9658523179561049|dist_kullbackleibler=0.10047144996579674|correl_pearson=0.9335357195172113|dist_bray=0.1080735255469174,DW01233->DW01138,0.003152481,0.00305902,0.071550648,0.965852318,0,0,0,0.9636930312129551|0.09957965689247038|0.9361702700940682|0.10809681445970576,0.9641207027497722|0.09873480446166819|0.9373126493203012|0.10751521507594425,1000.0|1000.0|1000.0|1000.0,0.005638527376195422|0.01713989250703983|0.01895099237959253|0.011148994781157886,FALSE,,DW01233->DW01138,0
8122,dist_kullbackleibler|dist_bray|correl_spearman|correl_pearson,,copresence,DW00423->DW00424,4,0.05426118841063572|0.0797516282496159|0.9730829005723819|0.9910133362893649,dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=1.6695056448412515E-10|correl_spearman=0.0|correl_pearson=0.0,dist_kullbackleibler=0.05426118841063572|dist_bray=0.0797516282496159|correl_spearman=0.9730829005723819|correl_pearson=0.9910133362893649,DW00423->DW00424,9.02129949,9.10919758,1.000170961,0.054261188,0,0,0,0.05544884863263544|0.08217265496830352|0.9717240663862494|0.9918747064967155,0.0533825525982598|0.0814529725989469|0.9728052467539345|0.9922400187957257,1000.0|1000.0|1000.0|1000.0,0.01434554196877409|0.016344557381161216|0.007318837216250352|0.003846643881867766,FALSE,,DW00423->DW00424,0
8128,correl_spearman|correl_pearson|dist_bray|dist_kullbackleibler,,copresence,DW01132->DW01139,4,0.9592145095865253|0.9600654643096954|0.08801609740642746|0.10805382253531866,correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|correl_pearson=2.0650148258027912E-14|dist_bray=7.03401139556803E-8|dist_kullbackleibler=0.0,correl_spearman=0.9592145095865253|correl_pearson=0.9600654643096954|dist_bray=0.08801609740642746|dist_kullbackleibler=0.10805382253531866,DW01132->DW01139,0.001906846,0.001426365,0.071360058,0.95921451,0,0,0,0.9573423328701681|0.9598454099432632|0.0886179372246472|0.10860891106156215,0.9585673151076305|0.9617550242930479|0.08783586744081745|0.10648947562001551,1000.0|1000.0|1000.0|1000.0,0.011006656425570673|0.0161731730967263|0.011456589490948774|0.027060613340043067,FALSE,,DW01132->DW01139,0
8141,correl_spearman|dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01230->DW01235,4,0.9721390394602178|0.0779183879026479|0.9732424412198778|0.11104346760317152,correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=0.0|dist_bray=1.0606558964454393E-9,correl_spearman=0.9721390394602178|dist_kullbackleibler=0.0779183879026479|correl_pearson=0.9732424412198778|dist_bray=0.11104346760317152,DW01230->DW01235,-0.001215714,-9.50E-04,0.075937673,0.972139039,0,0,0,0.9706986491351363|0.07581785191614182|0.9749947761030087|0.10903593589076918,0.9718073188415697|0.07560751420847334|0.9754351597607815|0.10907044904636959,1000.0|1000.0|1000.0|1000.0,0.008284660312131181|0.01235233715346777|0.005921760777624513|0.013274784798898516,FALSE,,DW01230->DW01235,0
8182,correl_pearson|dist_kullbackleibler|correl_spearman|dist_bray,,copresence,DW01244->DW01178,4,0.9594952904323696|0.10174838774480573|0.9662860146843079|0.08277168013895098,correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence,correl_pearson=1.532107773982716E-14|dist_kullbackleibler=0.0|correl_spearman=0.0|dist_bray=7.802804180556677E-8,correl_pearson=0.9594952904323696|dist_kullbackleibler=0.10174838774480573|correl_spearman=0.9662860146843079|dist_bray=0.08277168013895098,DW01244->DW01178,9.91E-04,-0.002764485,0.072401964,0.95949529,0,0,0,0.9594200167760428|0.1021190557004022|0.9646737627348274|0.08275855851494097,0.9616322130871485|0.09838182348714514|0.965212436499296|0.08185639604150513,1000.0|1000.0|1000.0|1000.0,0.01592068120029928|0.03243101357861788|0.010653053166885694|0.011397983018478414,FALSE,,DW01244->DW01178,0
8197,dist_bray|correl_spearman|dist_kullbackleibler|correl_pearson,,copresence,DW01202->DW01139,4,0.11092451811552384|0.9650279447934196|0.14293433148159673|0.9307380395228594,dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence,dist_bray=1.1039341580199036E-5|correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=7.82548470468214E-11,dist_bray=0.11092451811552384|correl_spearman=0.9650279447934196|dist_kullbackleibler=0.14293433148159673|correl_pearson=0.9307380395228594,DW01202->DW01139,0.638265312,0.639123305,0.030197043,0.110924518,0,0,0,0.1112388796149387|0.9633529639139436|0.14334011466578028|0.9318240321027427,0.11061453384448688|0.963935372976949|0.1398201664073878|0.9342301409319962,1000.0|1000.0|1000.0|1000.0,0.015430063764723273|0.00801404994827801|0.037169604727480814|0.021388047482430908,FALSE,,DW01202->DW01139,0
8206,dist_kullbackleibler|dist_bray|correl_spearman|correl_pearson,,copresence,DW01244->DW01202,4,0.12345447835125609|0.09533015397975975|0.9567660693911132|0.9520432875185336,dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|dist_bray=2.1750623713234774E-7|correl_spearman=0.0|correl_pearson=0.0,dist_kullbackleibler=0.12345447835125609|dist_bray=0.09533015397975975|correl_spearman=0.9567660693911132|correl_pearson=0.9520432875185336,DW01244->DW01202,4.54507974,4.532116145,0.421194954,0.123454478,0,0,0,0.124108870906484|0.09617217724805056|0.9547865712160608|0.95256836605224,0.12046390369655466|0.09546730929161157|0.9559501531628798|0.9541187690227193,1000.0|1000.0|1000.0|1000.0,0.037680327001264585|0.011392099978834181|0.013039409641998527|0.011502690913481339,FALSE,,DW01244->DW01202,0
8207,dist_bray|correl_spearman|dist_kullbackleibler|correl_pearson,,copresence,DW01178->DW01139,4,0.08965161085713969|0.9650797716177525|0.11407659171847423|0.9404270451205656,dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence,dist_bray=3.9587357232306886E-6|correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=1.4184609042899865E-10,dist_bray=0.08965161085713969|correl_spearman=0.9650797716177525|dist_kullbackleibler=0.11407659171847423|correl_pearson=0.9404270451205656,DW01178->DW01139,0.64642851,0.646893485,0.030469076,0.089651611,0,0,0,0.09088330319091732|0.9637011025792067|0.11406540514718133|0.9404480727291388,0.08956601750670529|0.9644824232489249|0.1128101132973561|0.943657146864155,1000.0|1000.0|1000.0|1000.0,0.015464235475596581|0.009309612489797689|0.03239757333631269|0.022197347390231263,FALSE,,DW01178->DW01139,0
8218,correl_spearman|dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW01169->DW01108,4,0.9690250559114516|0.07637074664288167|0.9491296952028918|0.07895773507145976,correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=7.440714711037799E-13|dist_bray=9.831563974271873E-6,correl_spearman=0.9690250559114516|dist_kullbackleibler=0.07637074664288167|correl_pearson=0.9491296952028918|dist_bray=0.07895773507145976,DW01169->DW01108,0.001432574,-0.0016745,0.074367947,0.969025056,0,0,0,0.966557124916508|0.0774651253281519|0.9483219722130926|0.08033893308481233,0.9673454455758045|0.07526101098326798|0.9497751728921399|0.07866576417319676,1000.0|1000.0|1000.0|1000.0,0.008413050871122317|0.02041827009726201|0.017725317068530796|0.012282004323526052,FALSE,,DW01169->DW01108,0
8243,correl_pearson|dist_bray|correl_spearman|dist_kullbackleibler,,copresence,DW01157->DW01147,4,0.9209240577836019|0.15605950158157122|0.9720253180213329|0.1572048637638963,correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence,correl_pearson=1.344162837702001E-7|dist_bray=6.239443019195878E-5|correl_spearman=0.0|dist_kullbackleibler=0.0,correl_pearson=0.9209240577836019|dist_bray=0.15605950158157122|correl_spearman=0.9720253180213329|dist_kullbackleibler=0.1572048637638963,DW01157->DW01147,0.001087918,-0.008617825,0.07387022,0.920924058,0,0,0,0.9198611008000628|0.15307717232394707|0.9701338819415727|0.15316903440571908,0.9232703814372567|0.1523063748237778|0.9711052371384321|0.15016012830161818,1000.0|1000.0|1000.0|1000.0,0.03190075119335659|0.022399329852553267|0.007056206630942249|0.03776870267244938,FALSE,,DW01157->DW01147,0
8253,correl_pearson|dist_kullbackleibler|dist_bray|correl_spearman,,copresence,DW01232->DW01233,4,0.9718041091725431|0.07558000495282156|0.06651604518972032|0.9648876085061221,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence,correl_pearson=5.551115123125783E-17|dist_kullbackleibler=0.0|dist_bray=7.560212456070303E-9|correl_spearman=0.0,correl_pearson=0.9718041091725431|dist_kullbackleibler=0.07558000495282156|dist_bray=0.06651604518972032|correl_spearman=0.9648876085061221,DW01232->DW01233,-0.002403049,-0.00239876,0.072734096,0.971804109,0,0,0,0.9725472285187998|0.07611501118009788|0.06740641727208205|0.9631741749876773,0.9738630934433168|0.07453875870594764|0.0667478286220986|0.964288946840645,1000.0|1000.0|1000.0|1000.0,0.013660234778387225|0.02085105911785196|0.009480977939244514|0.010788628541538104,FALSE,,DW01232->DW01233,0
8289,dist_kullbackleibler|dist_bray|correl_pearson|correl_spearman,,copresence,DW01244->DW01139,4,0.050825012023063214|0.06261710143492705|0.9835295485910001|0.9784215805172659,dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence|correl_spearman=copresence,dist_kullbackleibler=0.0|dist_bray=1.0448752973957198E-10|correl_pearson=0.0|correl_spearman=0.0,dist_kullbackleibler=0.050825012023063214|dist_bray=0.06261710143492705|correl_pearson=0.9835295485910001|correl_spearman=0.9784215805172659,DW01244->DW01139,5.347041772,5.32609837,0.537602245,0.050825012,0,0,0,0.0510677119373976|0.06258391013751607|0.9831053291800336|0.9769563826034562,0.0499835760621269|0.06204381443900636|0.9839781956864448|0.9778902399718649,1000.0|1000.0|1000.0|1000.0,0.011397687628119149|0.00862897864557011|0.005652530231336081|0.006486951680042298,FALSE,,DW01244->DW01139,0
8293,dist_bray|correl_spearman|correl_pearson|dist_kullbackleibler,,copresence,DW01178->DW01104,4,0.07280845030571292|0.959816234738188|0.9660882704136953|0.09985300527318029,dist_bray=copresence|correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence,dist_bray=1.1317567549795626E-8|correl_spearman=0.0|correl_pearson=0.0|dist_kullbackleibler=0.0,dist_bray=0.07280845030571292|correl_spearman=0.959816234738188|correl_pearson=0.9660882704136953|dist_kullbackleibler=0.09985300527318029,DW01178->DW01104,0.631509026,0.63248981,0.030848913,0.07280845,0,0,0,0.07321802450417504|0.958351104545595|0.9657968482445862|0.09996827501263747,0.07221072907869536|0.9588599913541442|0.9674344245374817|0.09816600128848674,1000.0|1000.0|1000.0|1000.0,0.009972686519877254|0.010241161233654438|0.013225332421792883|0.026256619887391724,FALSE,,DW01178->DW01104,0
8302,correl_pearson|dist_bray|correl_spearman|dist_kullbackleibler,,copresence,DW01103->DW01139,4,0.9488829811503533|0.08054082968192888|0.967467979520089|0.10976513058296028,correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence,correl_pearson=1.725581511013985E-9|dist_bray=7.137403258417052E-7|correl_spearman=0.0|dist_kullbackleibler=0.0,correl_pearson=0.9488829811503533|dist_bray=0.08054082968192888|correl_spearman=0.967467979520089|dist_kullbackleibler=0.10976513058296028,DW01103->DW01139,-0.004174774,-0.010675395,0.072527036,0.948882981,0,0,0,0.9496658088810748|0.0808364739132466|0.9654697654309594|0.10977375385377557,0.9530764956948736|0.07968047467153333|0.9672388057983757|0.10589439626191677,1000.0|1000.0|1000.0|1000.0,0.0260608547957018|0.013977974269469961|0.01056234833221763|0.034714714299656724,FALSE,,DW01103->DW01139,0
8331,correl_spearman|correl_pearson|dist_bray|dist_kullbackleibler,,copresence,DW01152->DW01153,4,0.9692930833611115|0.9422057524417407|0.11314241720453566|0.13786438418278463,correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|correl_pearson=1.9153789665438126E-11|dist_bray=1.3219797561747626E-5|dist_kullbackleibler=0.0,correl_spearman=0.9692930833611115|correl_pearson=0.9422057524417407|dist_bray=0.11314241720453566|dist_kullbackleibler=0.13786438418278463,DW01152->DW01153,-3.28E-04,-0.003384185,0.070872459,0.969293083,0,0,0,0.9676446688761712|0.9408307564267389|0.11461189848938619|0.13777103645844657,0.9684846634799784|0.942954571590045|0.11336553931920951|0.13529066979340854,1000.0|1000.0|1000.0|1000.0,0.007095066165169179|0.019915316552600426|0.019082049652098188|0.0369666562385945,FALSE,,DW01152->DW01153,0
8343,dist_kullbackleibler|correl_spearman|dist_bray|correl_pearson,,copresence,DW01234->DW01236,4,0.08823119501492718|0.975022988248533|0.09810564305716651|0.9442379565783494,dist_kullbackleibler=copresence|correl_spearman=copresence|dist_bray=copresence|correl_pearson=copresence,dist_kullbackleibler=0.0|correl_spearman=0.0|dist_bray=3.92859268227852E-7|correl_pearson=0.0,dist_kullbackleibler=0.08823119501492718|correl_spearman=0.975022988248533|dist_bray=0.09810564305716651|correl_pearson=0.9442379565783494,DW01234->DW01236,5.419611222,5.413958625,0.553283633,0.088231195,0,0,0,0.088739008425011|0.9729090523549049|0.09810486656873879|0.9464121121821197,0.0883869803502578|0.9743198873324723|0.09812998681725205|0.9460680296501608,1000.0|1000.0|1000.0|1000.0,0.015984903770772784|0.008672229317285026|0.01364661617373983|0.009521982968421022,FALSE,,DW01234->DW01236,0
8367,correl_spearman|dist_kullbackleibler|correl_pearson|dist_bray,,copresence,DW00979->DW00976,4,0.9760869565217394|0.1128396821675653|0.996707602792059|0.14370741040241475,correl_spearman=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence|dist_bray=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|correl_pearson=8.781864124784988E-14|dist_bray=2.1768328697380213E-6,correl_spearman=0.9760869565217394|dist_kullbackleibler=0.1128396821675653|correl_pearson=0.996707602792059|dist_bray=0.14370741040241475,DW00979->DW00976,-2.73E-05,3.09E-04,0.073394446,0.976086957,0,0,0,0.9743491562857548|0.09149733861254218|0.9860487734286576|0.11913988709843645,0.975611709220088|0.09047767775682705|0.996365597300076|0.11732626783340017,1000.0|1000.0|1000.0|1000.0,0.008976079264020909|0.02397586878774982|0.017950260854464616|0.022612255698665647,FALSE,,DW00979->DW00976,0
8372,dist_bray|dist_kullbackleibler|correl_spearman|correl_pearson,,copresence,DW01244->DW01103,4,0.0839873332902712|0.09419074497974451|0.9665653466646419|0.9424619067375816,dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|correl_pearson=copresence,dist_bray=7.603089963614806E-6|dist_kullbackleibler=0.0|correl_spearman=0.0|correl_pearson=6.024449172858937E-7,dist_bray=0.0839873332902712|dist_kullbackleibler=0.09419074497974451|correl_spearman=0.9665653466646419|correl_pearson=0.9424619067375816,DW01244->DW01103,0.649931557,0.649449385,0.030409124,0.083987333,0,0,0,0.08369156167964839|0.09220264490685932|0.964724032472247|0.9445134248244574,0.08113679791600475|0.08842459807141698|0.9661097750035608|0.9470717145426351,1000.0|1000.0|1000.0|1000.0,0.017135320694004957|0.03889122662392967|0.009863673442490875|0.03781929061306193,FALSE,,DW01244->DW01103,0
8386,correl_spearman|correl_pearson|dist_bray|dist_kullbackleibler,,copresence,DW00384->DW00856,4,0.9865229646920127|0.9733775661043321|0.12470815548285186|0.08032481360572362,correl_spearman=copresence|correl_pearson=copresence|dist_bray=copresence|dist_kullbackleibler=copresence,correl_spearman=0.0|correl_pearson=0.0|dist_bray=1.032679182906282E-4|dist_kullbackleibler=0.0,correl_spearman=0.9865229646920127|correl_pearson=0.9733775661043321|dist_bray=0.12470815548285186|dist_kullbackleibler=0.08032481360572362,DW00384->DW00856,1.61E-04,0.00108838,0.07275221,0.986522965,0,0,0,0.9852700719097086|0.9820027170082434|0.10355616690680552|0.06390861599649969,0.9855552112214923|0.982436296017108|0.12023586762991778|0.0757195434711016,1000.0|1000.0|1000.0|1000.0,0.004122272505432565|0.00939524145203579|0.036391772967220654|0.02660033391119463,FALSE,,DW00384->DW00856,0
8390,dist_bray|correl_pearson|dist_kullbackleibler|correl_spearman,,copresence,DW00384->DW00850,4,0.11842323013961076|0.9536615673181806|0.13797595926263292|0.9679452658280274,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence,dist_bray=4.151169190851345E-4|correl_pearson=2.227309931096544E-5|dist_kullbackleibler=0.0|correl_spearman=0.0,dist_bray=0.11842323013961076|correl_pearson=0.9536615673181806|dist_kullbackleibler=0.13797595926263292|correl_spearman=0.9679452658280274,DW00384->DW00850,0.789264709,0.793538745,0.030974217,0.11842323,0,0,0,0.11934713952917667|0.9357249588479905|0.13343737607513087|0.9663474433714537,0.11551220599643458|0.9541558329433575|0.130331019902461|0.9673568883850188,1000.0|1000.0|1000.0|1000.0,0.04016950255147795|0.05268748913382894|0.05535475036778439|0.009356624926059803,FALSE,,DW00384->DW00850,0
8426,correl_spearman|dist_kullbackleibler|dist_bray|correl_pearson,,copresence,DW01220->DW01219,4,0.9942723821563324|0.03511778234513779|0.0617227203985925|0.9624913727889127,correl_spearman=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|correl_pearson=copresence,correl_spearman=0.0|dist_kullbackleibler=0.0|dist_bray=5.695054048349135E-7|correl_pearson=0.0,correl_spearman=0.9942723821563324|dist_kullbackleibler=0.03511778234513779|dist_bray=0.0617227203985925|correl_pearson=0.9624913727889127,DW01220->DW01219,-0.003284452,-0.001279335,0.070665059,0.994272382,0,0,0,0.9933937207507282|0.03463088162667783|0.06172458516788352|0.9640214575935624,0.9935462561766375|0.03471616858540373|0.06119391993119344|0.962874039037805,1000.0|1000.0|1000.0|1000.0,0.001350919284481735|0.008789999294382013|0.011955985716969635|0.008683865788951042,FALSE,,DW01220->DW01219,0
8452,correl_spearman|correl_pearson|dist_kullbackleibler|dist_bray,,copresence,DW00288->DW00247,4,0.9773549145218151|0.9656964407983814|0.10221162896594943|0.09973952917098028,correl_spearman=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence,correl_spearman=0.0|correl_pearson=2.88681601401386E-8|dist_kullbackleibler=0.0|dist_bray=2.1957996878541053E-5,correl_spearman=0.9773549145218151|correl_pearson=0.9656964407983814|dist_kullbackleibler=0.10221162896594943|dist_bray=0.09973952917098028,DW00288->DW00247,-0.002733363,-0.00152288,0.073550896,0.977354915,0,0,0,0.9756084161055408|0.9629327030445852|0.10152405937058295|0.10009105291825938,0.9768367140013758|0.9707235142974824|0.09693492677265218|0.09805528046028295,1000.0|1000.0|1000.0|1000.0,0.008586457451411933|0.03151393794620926|0.03666838809176177|0.018042138062772592,FALSE,,DW00288->DW00247,0
8456,dist_bray|correl_pearson|dist_kullbackleibler|correl_spearman,,copresence,DW01243->DW01178,4,0.0802978241783544|0.942904140832239|0.13708637302268625|0.9635736701459524,dist_bray=copresence|correl_pearson=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence,dist_bray=1.9340655428301545E-6|correl_pearson=1.7993555534445704E-9|dist_kullbackleibler=0.0|correl_spearman=0.0,dist_bray=0.0802978241783544|correl_pearson=0.942904140832239|dist_kullbackleibler=0.13708637302268625|correl_spearman=0.9635736701459524,DW01243->DW01178,0.641834047,0.643194305,0.03071327,0.080297824,0,0,0,0.08184945548727311|0.9430371544772674|0.13514342216991387|0.9624756260349989,0.0809895762748783|0.9466869548102692|0.1331544076110623|0.9630251823290852,1000.0|1000.0|1000.0|1000.0,0.014702102479878108|0.025611323600389087|0.04204731036264196|0.009916379379531538,FALSE,,DW01243->DW01178,0
8483,correl_spearman|dist_bray|dist_kullbackleibler|correl_pearson,,copresence,DW01177->DW01139,4,0.9660013942520134|0.10768353747211123|0.12751138693980488|0.9323044985362235,correl_spearman=copresence|dist_bray=copresence|dist_kullbackleibler=copresence|correl_pearson=copresence,correl_spearman=0.0|dist_bray=3.968666109621655E-5|dist_kullbackleibler=0.0|correl_pearson=1.2271653693218809E-8,correl_spearman=0.9660013942520134|dist_bray=0.10768353747211123|dist_kullbackleibler=0.12751138693980488|correl_pearson=0.9323044985362235,DW01177->DW01139,7.88E-04,0.002205475,0.073524004,0.966001394,0,0,0,0.9643252479287187|0.10784311485922989|0.12778474443872892|0.9298754400031229,0.9648790970545371|0.10759286735384194|0.12628575891148708|0.9321399347154291,1000.0|1000.0|1000.0|1000.0,0.008593757428624109|0.019196991967437512|0.03341354307300359|0.02768171889228345,FALSE,,DW01177->DW01139,0
8492,dist_bray|dist_kullbackleibler|correl_spearman|correl_pearson,,copresence,DW01234->DW01138,4,0.11502327614075125|0.1079722010675239|0.9616030476479287|0.944944657355459,dist_bray=copresence|dist_kullbackleibler=copresence|correl_spearman=copresence|correl_pearson=copresence,dist_bray=1.5898708227712888E-7|dist_kullbackleibler=0.0|correl_spearman=0.0|correl_pearson=0.0,dist_bray=0.11502327614075125|dist_kullbackleibler=0.1079722010675239|correl_spearman=0.9616030476479287|correl_pearson=0.944944657355459,DW01234->DW01138,0.645766561,0.646218645,0.031311182,0.115023276,0,0,0,0.11506254934633428|0.1074600290532001|0.95931703218218|0.9458233134231,0.11442919854936173|0.10648276114276325|0.9600398814674598|0.946349533145044,1000.0|1000.0|1000.0|1000.0,0.010775644720610197|0.015989072236404465|0.007359675073676143|0.01118970521553533,FALSE,,DW01234->DW01138,0
8585,correl_pearson|dist_kullbackleibler|dist_bray|correl_spearman,,copresence,DW00426->DW00427,4,0.9413826929452832|0.10751912682541027|0.11781739550026549|0.9924491111026877,correl_pearson=copresence|dist_kullbackleibler=copresence|dist_bray=copresence|correl_spearman=copresence,correl_pearson=2.9602340634315993E-8|dist_kullbackleibler=0.0|dist_bray=2.897724155814796E-5|correl_spearman=0.0,correl_pearson=0.9413826929452832|dist_kullbackleibler=0.10751912682541027|dist_bray=0.11781739550026549|correl_spearman=0.9924491111026877,DW00426->DW00427,-2.07E-05,-0.020900045,0.072086694,0.941382693,0,0,0,0.9502007281364938|0.09861633975621496|0.11678028427280972|0.9916740358896838,0.947422115417875|0.10075130075724363|0.11360545681704154|0.9919155501958801,1000.0|1000.0|1000.0|1000.0,0.030722806689279944|0.04821387863660055|0.03578190328199705|0.002020086664767925,FALSE,,DW00426->DW00427,0
8597,correl_pearson|dist_bray|correl_spearman|dist_kullbackleibler,,copresence,DW01132->DW01244,4,0.9674574251891014|0.09433065144640074|0.9618323070263035|0.08767423356903335,correl_pearson=copresence|dist_bray=copresence|correl_spearman=copresence|dist_kullbackleibler=copresence,correl_pearson=0.0|dist_bray=2.4403312703924485E-10|correl_spearman=0.0|dist_kullbackleibler=0.0,correl_pearson=0.9674574251891014|dist_bray=0.09433065144640074|correl_spearman=0.9618323070263035|dist_kullbackleibler=0.08767423356903335,DW01132->DW01244,-8.85E-04,-0.007967195,0.074895664,0.967457425,0,0,0,0.969149308729716|0.09398414745539432|0.959950422776038|0.08792318765519125,0.9695027455052971|0.09422859469256561|0.9611482975603072|0.08575214795692852,1000.0|1000.0|1000.0|1000.0,0.005568928975135731|0.008016539021347632|0.010792779231772|0.020415665652038513,FALSE,,DW01132->DW01244,0
