SUID,cooc_method,interaction,interactionType,Label,method_number,method_scores,methodname_interactiontype,methodname_pval,methodname_score,name,nulldistribmean,nulldistribmedian,nulldistribsd,oriScore,pval,pval-simes-merge,qval,randdistribMean,randdistribMedian,randdistribNumNonNaNScores,randdistribSD,selected,shared interaction,shared name,weight
8337,correl_spearman,,copresence,DW01177->DW01236,1,0.9652318,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9652318004094728,DW01177->DW01236,1.47E-04,-7.13E-04,0.071743542,0.9652318,0,0,0,0.963079746,0.963598146,1000,0.007175107,FALSE,,DW01177->DW01236,0
8339,dist_bray,,copresence,DW01232->DW01202,1,0.148090871,dist_bray=copresence,dist_bray=9.087969093923842E-4,dist_bray=0.1480908710777542,DW01232->DW01202,0.614549839,0.613659025,0.028952215,0.148090871,9.09E-04,9.09E-04,0.002546721,0.148332929,0.146767647,1000,0.022350018,FALSE,,DW01232->DW01202,0.002546721
8340,dist_bray,,copresence,DW01164->DW01103,1,0.144372769,dist_bray=copresence,dist_bray=0.003514944656908492,dist_bray=0.14437276929309217,DW01164->DW01103,0.641211908,0.641708445,0.030462077,0.144372769,0.003514945,0.003514945,0.008889455,0.146368872,0.143340189,1000,0.033703919,FALSE,,DW01164->DW01103,0.008889455
8344,correl_spearman,,copresence,DW01282->DW00400,1,0.958131239,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9581312394660909,DW01282->DW00400,0.00416257,0.003138735,0.072094652,0.958131239,0,0,0,0.95583411,0.956639826,1000,0.009756661,FALSE,,DW01282->DW00400,0
8345,correl_spearman,,copresence,DW01252->DW01287,1,0.969479929,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.969479928736591,DW01252->DW01287,-0.004162966,-0.00613036,0.074391046,0.969479929,0,0,0,0.967747179,0.968156935,1000,0.006431163,FALSE,,DW01252->DW01287,0
8349,correl_spearman,,copresence,DW01152->DW01147,1,0.95660258,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9566025800732045,DW01152->DW01147,0.003654935,0.001612945,0.071932585,0.95660258,0,0,0,0.954817597,0.955258864,1000,0.009231461,FALSE,,DW01152->DW01147,0
8350,correl_spearman,,copresence,DW01252->DW01281,1,0.971490846,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9714908456843943,DW01252->DW01281,8.93E-05,0.001166555,0.074124204,0.971490846,0,0,0,0.969521231,0.970361693,1000,0.007521289,FALSE,,DW01252->DW01281,0
8351,correl_spearman,,copresence,DW01283->DW01256,1,0.965403131,correl_spearman=copresence,correl_spearman=2.3092638912203256E-14,correl_spearman=0.96540313104128,DW01283->DW01256,5.75E-04,-0.00103768,0.074238204,0.965403131,2.31E-14,2.31E-14,8.23E-14,0.964350626,0.966024027,1000,0.016327478,FALSE,,DW01283->DW01256,8.23E-14
8352,dist_kullbackleibler,,mutualExclusion,DW00520->DW01236,1,17.27483463,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=4.544618341741913E-4,dist_kullbackleibler=17.27483462962567,DW00520->DW01236,9.010970734,8.581111,2.061310472,17.27483463,4.54E-04,4.54E-04,0.001364505,15.66576225,16.85622084,1000,4.024386984,FALSE,,DW00520->DW01236,0.001364505
8354,correl_spearman,,copresence,DW01177->DW01225,1,0.965800238,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9658002376382995,DW01177->DW01225,0.002843463,-0.00116564,0.073755945,0.965800238,0,0,0,0.963826155,0.964325701,1000,0.007822001,FALSE,,DW01177->DW01225,0
8355,dist_bray,,copresence,DW01198->DW01169,1,0.137818254,dist_bray=copresence,dist_bray=0.009596955340422264,dist_bray=0.13781825384309188,DW01198->DW01169,0.559560995,0.558810545,0.027779225,0.137818254,0.009596955,0.009596955,0.022628024,0.140200344,0.134428602,1000,0.032069839,FALSE,,DW01198->DW01169,0.022628024
8361,correl_pearson,,copresence,DW01211->DW01212,1,0.924671387,correl_pearson=copresence,correl_pearson=1.069057276037455E-8,correl_pearson=0.9246713869001505,DW01211->DW01212,7.22E-04,-0.01350673,0.075566119,0.924671387,1.07E-08,1.07E-08,3.72E-08,0.921976837,0.925598123,1000,0.02705922,FALSE,,DW01211->DW01212,3.72E-08
8363,correl_spearman,,copresence,DW00850->DW00401,1,0.958074679,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9580746785227124,DW00850->DW00401,-1.64E-04,-8.45E-04,0.075338309,0.958074679,0,0,0,0.956412241,0.957683105,1000,0.012635391,FALSE,,DW00850->DW00401,0
8364,correl_spearman,,copresence,DW00850->DW00400,1,0.961143703,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9611437030417969,DW00850->DW00400,1.41E-04,-0.002250825,0.075065708,0.961143703,0,0,0,0.959199336,0.960241589,1000,0.0102377,FALSE,,DW00850->DW00400,0
8371,dist_kullbackleibler,,mutualExclusion,DW00445->DW01139,1,19.20539926,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=8.084539966808357E-4,dist_kullbackleibler=19.2053992596757,DW00445->DW01139,9.016930087,8.51014401,2.450131927,19.20539926,8.08E-04,8.08E-04,0.002307975,16.43073655,18.70595441,1000,5.529410368,FALSE,,DW00445->DW01139,0.002307975
8373,correl_pearson,,copresence,DW00462->DW00440,1,0.961937565,correl_pearson=copresence,correl_pearson=6.179152142460342E-6,correl_pearson=0.9619375654352839,DW00462->DW00440,-0.004151566,-0.01899807,0.071597337,0.961937565,6.18E-06,6.18E-06,2.08E-05,0.945275516,0.96198291,1000,0.04717675,FALSE,,DW00462->DW00440,2.08E-05
8376,correl_spearman,,copresence,DW00171->DW01058,1,0.959595921,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9595959213070014,DW00171->DW01058,-0.004588895,-0.0060337,0.074245537,0.959595921,0,0,0,0.958000517,0.958992823,1000,0.011291548,FALSE,,DW00171->DW01058,0
8377,correl_spearman,,copresence,DW00424->DW00479,1,0.963979758,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9639797581592815,DW00424->DW00479,-0.004733365,-0.00678424,0.072468655,0.963979758,0,0,0,0.962383393,0.962855375,1000,0.007658851,FALSE,,DW00424->DW00479,0
8380,correl_spearman,,copresence,DW01186->DW00207,1,0.966919374,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9669193737917443,DW01186->DW00207,0.004786977,0.00217486,0.072640379,0.966919374,0,0,0,0.9644734,0.964916205,1000,0.007489299,FALSE,,DW01186->DW00207,0
8381,dist_kullbackleibler,,copresence,DW01220->DW01233,1,0.260186981,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.2601869809631542,DW01220->DW01233,3.955991044,3.954108175,0.343496714,0.260186981,0,0,0,0.258224826,0.257337562,1000,0.044955887,FALSE,,DW01220->DW01233,0
8384,correl_spearman,,copresence,DW00606->DW00589,1,0.964593706,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9645937064732248,DW00606->DW00589,-0.003038841,-0.004246025,0.070874361,0.964593706,0,0,0,0.962912399,0.964139468,1000,0.009156343,FALSE,,DW00606->DW00589,0
8385,dist_bray,,copresence,DW01233->DW00684,1,0.140222295,dist_bray=copresence,dist_bray=4.839635934283937E-4,dist_bray=0.14022229467834035,DW01233->DW00684,0.627648211,0.628015455,0.02982623,0.140222295,4.84E-04,4.84E-04,0.001442424,0.142456628,0.141226932,1000,0.021621261,FALSE,,DW01233->DW00684,0.001442424
8388,correl_pearson,,copresence,DW00384->DW00853,1,0.952746333,correl_pearson=copresence,correl_pearson=0.0018939116454105287,correl_pearson=0.9527463334741767,DW00384->DW00853,-0.003690496,-0.02189924,0.067801282,0.952746333,0.001893912,0.001893912,0.0050298,0.906980848,0.950853042,1000,0.098931073,FALSE,,DW00384->DW00853,0.0050298
8389,dist_bray,,copresence,DW01122->DW01127,1,0.154226594,dist_bray=copresence,dist_bray=7.269468310204807E-4,dist_bray=0.15422659369385028,DW01122->DW01127,0.577059297,0.577227415,0.029352662,0.154226594,7.27E-04,7.27E-04,0.002085055,0.155013323,0.154145778,1000,0.017573021,FALSE,,DW01122->DW01127,0.002085055
8395,dist_kullbackleibler,,copresence,DW01200->DW01108,1,0.24706353,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.24706353042753113,DW01200->DW01108,2.892307834,2.8862325,0.239547463,0.24706353,0,0,0,0.244711564,0.239727073,1000,0.061120003,FALSE,,DW01200->DW01108,0
8400,correl_spearman,,copresence,DW01263->DW01003,1,0.970202039,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9702020393464996,DW01263->DW01003,0.001706012,-3.70E-04,0.076974684,0.970202039,0,0,0,0.968992751,0.97003855,1000,0.008836571,FALSE,,DW01263->DW01003,0
8401,dist_bray,,copresence,DW00684->DW01228,1,0.139773283,dist_bray=copresence,dist_bray=6.552689830396918E-5,dist_bray=0.1397732829620535,DW00684->DW01228,0.635455477,0.63613057,0.029965552,0.139773283,6.55E-05,6.55E-05,2.09E-04,0.140686177,0.139447734,1000,0.016736437,FALSE,,DW00684->DW01228,2.09E-04
8403,correl_spearman,,copresence,DW01252->DW01269,1,0.988379895,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9883798946211291,DW01252->DW01269,0.001945188,0.00456863,0.072481413,0.988379895,0,0,0,0.987068537,0.987391806,1000,0.002616932,FALSE,,DW01252->DW01269,0
8404,correl_pearson,,copresence,DW00333->DW01038,1,0.933804677,correl_pearson=copresence,correl_pearson=0.006310321973905297,correl_pearson=0.9338046773450653,DW00333->DW01038,-5.66E-04,-0.02196059,0.071699473,0.933804677,0.006310322,0.006310322,0.015292808,0.911831655,0.943426804,1000,0.13380467,FALSE,,DW00333->DW01038,0.015292808
8407,dist_kullbackleibler,,mutualExclusion,DW00345->DW00668,1,15.44817875,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.002689591544526748,dist_kullbackleibler=15.448178749162317,DW00345->DW00668,10.76828703,10.8748796,1.456711659,15.44817875,0.002689592,0.002689592,0.006916903,14.62770718,15.16148816,1000,1.922612333,FALSE,,DW00345->DW00668,0.006916903
8409,correl_spearman,,copresence,DW00404->DW00989,1,0.960801334,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9608013342936206,DW00404->DW00989,9.10E-05,2.92E-04,0.073008099,0.960801334,0,0,0,0.958921949,0.960235188,1000,0.01166294,FALSE,,DW00404->DW00989,0
8411,correl_spearman,,copresence,DW00704->DW00394,1,0.960021759,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9600217589971446,DW00704->DW00394,-5.45E-04,0.00103202,0.076200254,0.960021759,0,0,0,0.958081649,0.958851405,1000,0.008403386,FALSE,,DW00704->DW00394,0
8415,dist_bray,,copresence,DW01232->DW01139,1,0.151152062,dist_bray=copresence,dist_bray=0.0014545289855716348,dist_bray=0.15115206234588974,DW01232->DW01139,0.631064626,0.63090194,0.030301204,0.151152062,0.001454529,0.001454529,0.003948933,0.152220284,0.150617879,1000,0.025868799,FALSE,,DW01232->DW01139,0.003948933
8416,correl_pearson,,copresence,DW00151->DW00127,1,0.935183188,correl_pearson=copresence,correl_pearson=5.71118878633925E-7,correl_pearson=0.9351831879265095,DW00151->DW00127,0.001970797,-0.00551839,0.069408555,0.935183188,5.71E-07,5.71E-07,1.96E-06,0.925828861,0.934632448,1000,0.036055611,FALSE,,DW00151->DW00127,1.96E-06
8419,correl_spearman,,copresence,DW00778->DW00427,1,0.98672719,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9867271900231229,DW00778->DW00427,-0.001222548,7.74E-04,0.071808965,0.98672719,0,0,0,0.985601708,0.986194236,1000,0.004142971,FALSE,,DW00778->DW00427,0
8420,correl_spearman,,copresence,DW00462->DW00428,1,0.961371821,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9613718206284828,DW00462->DW00428,-0.008164162,-0.009267085,0.076166853,0.961371821,0,0,0,0.96002916,0.960967177,1000,0.008132127,FALSE,,DW00462->DW00428,0
8422,dist_kullbackleibler,,copresence,DW01166->DW01103,1,0.268139219,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.26813921875782853,DW01166->DW01103,4.207907055,4.195661075,0.397089327,0.268139219,0,0,0,0.264801732,0.258631562,1000,0.060914664,FALSE,,DW01166->DW01103,0
8425,correl_spearman,,copresence,DW01252->DW01256,1,0.95864827,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9586482695879612,DW01252->DW01256,-0.002856571,-0.00264869,0.073316644,0.95864827,0,0,0,0.956080631,0.957775339,1000,0.011966895,FALSE,,DW01252->DW01256,0
8427,correl_spearman,,copresence,DW01233->DW00703,1,0.95677571,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9567757097911378,DW01233->DW00703,-1.52E-04,4.33E-04,0.072282015,0.95677571,0,0,0,0.955081609,0.955999547,1000,0.009019222,FALSE,,DW01233->DW00703,0
8428,dist_bray,,copresence,DW01155->DW00684,1,0.15093993,dist_bray=copresence,dist_bray=6.367283048318573E-4,dist_bray=0.15093992987275606,DW01155->DW00684,0.625646533,0.626884125,0.030333479,0.15093993,6.37E-04,6.37E-04,0.001861323,0.151847963,0.150656439,1000,0.021625425,FALSE,,DW01155->DW00684,0.001861323
8429,correl_spearman,,copresence,DW00440->DW00477,1,0.956085819,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9560858193396765,DW00440->DW00477,-0.005419958,-0.00423695,0.071282117,0.956085819,0,0,0,0.954406081,0.955330089,1000,0.009602287,FALSE,,DW00440->DW00477,0
8431,correl_spearman,,copresence,DW00961->DW00576,1,0.976428111,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9764281111405938,DW00961->DW00576,-1.21E-04,9.09E-04,0.076180289,0.976428111,0,0,0,0.974670084,0.974906326,1000,0.005242943,FALSE,,DW00961->DW00576,0
8432,dist_kullbackleibler,,copresence,DW01220->DW01178,1,0.256075756,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.25607575578793074,DW01220->DW01178,4.708835982,4.696287825,0.44963685,0.256075756,0,0,0,0.255417891,0.252871194,1000,0.043607885,FALSE,,DW01220->DW01178,0
8434,dist_kullbackleibler,,mutualExclusion,DW00520->DW01207,1,14.21077981,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.004231291666326298,dist_kullbackleibler=14.21077981084663,DW00520->DW01207,9.098061082,9.025830545,1.403167821,14.21077981,0.004231292,0.004231292,0.010483627,13.22287386,13.70698735,1000,2.454118293,FALSE,,DW00520->DW01207,0.010483627
8435,correl_spearman,,copresence,DW00391->DW00392,1,0.98491528,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.984915279936318,DW00391->DW00392,3.06E-04,-1.84E-04,0.075142758,0.98491528,0,0,0,0.983681089,0.98402725,1000,0.003991208,FALSE,,DW00391->DW00392,0
8436,correl_spearman,,copresence,DW00704->DW00384,1,0.956901233,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.95690123280129,DW00704->DW00384,4.20E-05,-2.56E-04,0.070296519,0.956901233,0,0,0,0.955181982,0.955593813,1000,0.008721388,FALSE,,DW00704->DW00384,0
8438,correl_pearson,,copresence,DW00463->DW00631,1,0.944133168,correl_pearson=copresence,correl_pearson=6.631466830081534E-5,correl_pearson=0.9441331675448429,DW00463->DW00631,-0.014500705,-0.0314929,0.061231198,0.944133168,6.63E-05,6.63E-05,2.11E-04,0.926930766,0.944616839,1000,0.060688188,FALSE,,DW00463->DW00631,2.11E-04
8440,correl_spearman,,copresence,DW00691->DW01164,1,0.968697168,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9686971684166638,DW00691->DW01164,-0.006416955,-0.0073244,0.074138798,0.968697168,0,0,0,0.967372737,0.968764868,1000,0.011546738,FALSE,,DW00691->DW01164,0
8442,correl_spearman,,mutualExclusion,DW00232->DW00345,1,-0.575658618,correl_spearman=mutualExclusion,correl_spearman=0.007306552861032212,correl_spearman=-0.575658617944733,DW00232->DW00345,-0.027242798,-0.026991015,0.073590691,-0.575658618,0.007306553,0.007306553,0.01760215,-0.570758959,-0.572179062,1000,0.049544423,FALSE,,DW00232->DW00345,0.01760215
8449,correl_spearman,,copresence,DW00805->DW00807,1,0.959095951,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9590959511725549,DW00805->DW00807,-0.003351886,-0.003319465,0.072346062,0.959095951,0,0,0,0.957048398,0.957917189,1000,0.010662206,FALSE,,DW00805->DW00807,0
8453,dist_kullbackleibler,,copresence,DW01220->DW01169,1,0.234498496,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.23449849577753676,DW01220->DW01169,3.22772796,3.22252646,0.267954269,0.234498496,0,0,0,0.23403221,0.231064068,1000,0.035279635,FALSE,,DW01220->DW01169,0
8455,dist_kullbackleibler,,copresence,DW01220->DW01166,1,0.262480818,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.262480818070688,DW01220->DW01166,3.898437923,3.888153065,0.333207915,0.262480818,0,0,0,0.261892,0.259309207,1000,0.0506212,FALSE,,DW01220->DW01166,0
8458,correl_spearman,,copresence,DW00704->DW00807,1,0.970216757,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9702167574032673,DW00704->DW00807,0.005618587,0.00651088,0.07283923,0.970216757,0,0,0,0.968371461,0.968967328,1000,0.005882229,FALSE,,DW00704->DW00807,0
8459,correl_spearman,,copresence,DW00704->DW00805,1,0.964462454,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9644624544712594,DW00704->DW00805,0.001638896,0.002174425,0.075232938,0.964462454,0,0,0,0.962316446,0.962974547,1000,0.007578818,FALSE,,DW00704->DW00805,0
8460,correl_spearman,,copresence,DW00384->DW00388,1,0.971919945,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9719199450240009,DW00384->DW00388,-0.001905389,-0.00392777,0.072546535,0.971919945,0,0,0,0.970175846,0.971036055,1000,0.007879386,FALSE,,DW00384->DW00388,0
8462,dist_kullbackleibler,,mutualExclusion,DW01046->DW00463,1,15.40574615,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.003938743703331027,dist_kullbackleibler=15.405746151526284,DW01046->DW00463,10.96669375,11.05997044,1.299407911,15.40574615,0.003938744,0.003938744,0.009819603,14.43165988,14.76729498,1000,1.700296221,FALSE,,DW01046->DW00463,0.009819603
8463,dist_kullbackleibler,,copresence,DW01145->DW01103,1,0.242126478,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.24212647784433577,DW01145->DW01103,4.21861211,4.209188345,0.389618453,0.242126478,0,0,0,0.237095276,0.23347758,1000,0.053183354,FALSE,,DW01145->DW01103,0
8465,correl_spearman,,copresence,DW00704->DW00803,1,0.965216571,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.965216571410557,DW00704->DW00803,0.003778267,0.00204079,0.073123886,0.965216571,0,0,0,0.963089501,0.964337529,1000,0.009285643,FALSE,,DW00704->DW00803,0
8467,correl_spearman,,copresence,DW00427->DW00329,1,0.96702172,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9670217201774006,DW00427->DW00329,-0.00357715,-0.005324855,0.07403739,0.96702172,0,0,0,0.965516564,0.966064234,1000,0.008181564,FALSE,,DW00427->DW00329,0
8469,correl_pearson,,copresence,DW00388->DW00377,1,0.957603158,correl_pearson=copresence,correl_pearson=0.005154164346126866,correl_pearson=0.9576031581599159,DW00388->DW00377,-0.002293775,-0.021200125,0.073522082,0.957603158,0.005154164,0.005154164,0.012565853,0.90858805,0.958742185,1000,0.126079344,FALSE,,DW00388->DW00377,0.012565853
8471,dist_kullbackleibler,,mutualExclusion,DW00362->DW00589,1,15.67802839,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=1.9368072985193052E-5,dist_kullbackleibler=15.678028386624144,DW00362->DW00589,7.654999748,7.55966198,1.121769236,15.67802839,1.94E-05,1.94E-05,6.36E-05,14.63397731,14.9378463,1000,2.876516118,FALSE,,DW00362->DW00589,6.36E-05
8473,dist_kullbackleibler,,mutualExclusion,DW00445->DW00414,1,18.24944087,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=0.008853797543560082,dist_kullbackleibler=18.249440870163717,DW00445->DW00414,9.816480115,9.625697815,1.950289679,18.24944087,0.008853798,0.008853798,0.020997625,15.38403442,17.90719156,1000,5.510843577,FALSE,,DW00445->DW00414,0.020997625
8474,correl_spearman,,copresence,DW00704->DW00401,1,0.96166168,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9616616801923741,DW00704->DW00401,0.002386499,0.001182955,0.075065938,0.96166168,0,0,0,0.960167863,0.961268556,1000,0.009307865,FALSE,,DW00704->DW00401,0
8476,dist_kullbackleibler,,mutualExclusion,DW00270->DW00651,1,14.56029457,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=4.397870291084072E-5,dist_kullbackleibler=14.560294570519888,DW00270->DW00651,10.02422655,10.11675598,1.062174012,14.56029457,4.40E-05,4.40E-05,1.42E-04,14.16336449,14.23570519,1000,1.114011978,FALSE,,DW00270->DW00651,1.42E-04
8477,dist_kullbackleibler,,copresence,DW01220->DW01155,1,0.270333984,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.27033398378995643,DW01220->DW01155,4.031061573,4.025791535,0.360152756,0.270333984,0,0,0,0.270558389,0.268346636,1000,0.051307562,FALSE,,DW01220->DW01155,0
8482,correl_spearman,,copresence,DW01282->DW00704,1,0.974458675,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.974458675203207,DW01282->DW00704,-0.002295104,-0.002110475,0.073183361,0.974458675,0,0,0,0.973045535,0.974125719,1000,0.007554948,FALSE,,DW01282->DW00704,0
8484,dist_kullbackleibler,,copresence,DW01177->DW01138,1,0.254679961,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.25467996142356947,DW01177->DW01138,4.964529457,4.975598185,0.456888525,0.254679961,0,0,0,0.251456063,0.249228036,1000,0.049842196,FALSE,,DW01177->DW01138,0
8486,correl_spearman,,copresence,DW01137->DW01138,1,0.960018574,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9600185739736934,DW01137->DW01138,0.001353931,0.00134851,0.071934375,0.960018574,0,0,0,0.958336873,0.958878474,1000,0.008982228,FALSE,,DW01137->DW01138,0
8487,correl_spearman,,copresence,DW01282->DW00701,1,0.971389636,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9713896357896439,DW01282->DW00701,2.30E-04,-1.39E-04,0.073831319,0.971389636,0,0,0,0.969603681,0.970026249,1000,0.005197599,FALSE,,DW01282->DW00701,0
8488,correl_pearson,,copresence,DW00672->DW01235,1,0.932098863,correl_pearson=copresence,correl_pearson=1.3877787807814457E-15,correl_pearson=0.9320988631375936,DW00672->DW01235,-0.003002615,-0.01716188,0.072359215,0.932098863,1.39E-15,1.39E-15,5.01E-15,0.934059974,0.935193971,1000,0.014068015,FALSE,,DW00672->DW01235,5.01E-15
8489,dist_bray,,copresence,DW00242->DW01244,1,0.125153353,dist_bray=copresence,dist_bray=6.861808378345602E-4,dist_bray=0.12515335291785146,DW00242->DW01244,0.637657613,0.638300185,0.028703113,0.125153353,6.86E-04,6.86E-04,0.00198212,0.128055931,0.124076569,1000,0.025354364,FALSE,,DW00242->DW01244,0.00198212
8491,correl_spearman,,copresence,DW00826->DW01011,1,0.963255752,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9632557522459347,DW00826->DW01011,3.74E-04,0.00136841,0.074416667,0.963255752,0,0,0,0.961493262,0.962338185,1000,0.008940749,FALSE,,DW00826->DW01011,0
8494,dist_kullbackleibler,,copresence,DW01168->DW01108,1,0.23132295,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.23132294973396972,DW01168->DW01108,3.011803151,3.010454295,0.255076712,0.23132295,0,0,0,0.229895829,0.225290704,1000,0.050015686,FALSE,,DW01168->DW01108,0
8495,correl_spearman,,copresence,DW00388->DW00401,1,0.972499332,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9724993319824634,DW00388->DW00401,-0.002856033,-4.28E-04,0.07261856,0.972499332,0,0,0,0.970712511,0.971649926,1000,0.007705377,FALSE,,DW00388->DW00401,0
8496,correl_spearman,,copresence,DW00388->DW00400,1,0.965379987,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9653799872472031,DW00388->DW00400,-2.28E-04,6.18E-04,0.074620721,0.965379987,0,0,0,0.963103465,0.963975057,1000,0.008314877,FALSE,,DW00388->DW00400,0
8497,correl_pearson,,copresence,DW00672->DW01190,1,0.916587326,correl_pearson=copresence,correl_pearson=3.4650643465639064E-9,correl_pearson=0.9165873259198872,DW00672->DW01190,-0.009042778,-0.02468605,0.068329634,0.916587326,3.47E-09,3.47E-09,1.21E-08,0.915732606,0.91956863,1000,0.025487315,FALSE,,DW00672->DW01190,1.21E-08
8498,correl_spearman,,copresence,DW00424->DW00428,1,0.966432281,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9664322808081576,DW00424->DW00428,2.36E-04,0.0031263,0.072621423,0.966432281,0,0,0,0.965060445,0.965538468,1000,0.00721323,FALSE,,DW00424->DW00428,0
8499,dist_kullbackleibler,,copresence,DW01102->DW01169,1,0.270435418,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.27043541758028794,DW01102->DW01169,2.969438628,2.974511005,0.246948982,0.270435418,0,0,0,0.273330939,0.269307175,1000,0.050684752,FALSE,,DW01102->DW01169,0
8500,dist_bray,,copresence,DW01231->DW01244,1,0.149220988,dist_bray=copresence,dist_bray=0.0031099432920241865,dist_bray=0.14922098763234182,DW01231->DW01244,0.636511703,0.637711035,0.03150149,0.149220988,0.003109943,0.003109943,0.007914449,0.150403139,0.147822679,1000,0.031568033,FALSE,,DW01231->DW01244,0.007914449
8501,dist_kullbackleibler,,copresence,DW00424->DW00427,1,0.255648393,dist_kullbackleibler=copresence,dist_kullbackleibler=0.0,dist_kullbackleibler=0.2556483933975112,DW00424->DW00427,9.138519414,9.17166492,0.963002352,0.255648393,0,0,0,0.249694334,0.240760452,1000,0.068922342,FALSE,,DW00424->DW00427,0
8502,dist_kullbackleibler,,mutualExclusion,DW00271->DW00462,1,14.22370038,dist_kullbackleibler=mutualExclusion,dist_kullbackleibler=5.454365073798151E-5,dist_kullbackleibler=14.22370038309223,DW00271->DW00462,10.36752392,10.47325871,0.9666067,14.22370038,5.45E-05,5.45E-05,1.75E-04,13.9718835,14.05450594,1000,0.867682484,FALSE,,DW00271->DW00462,1.75E-04
8503,dist_bray,,copresence,DW01231->DW01243,1,0.145459673,dist_bray=copresence,dist_bray=0.0034090856780197853,dist_bray=0.14545967337514798,DW01231->DW01243,0.634743718,0.634998245,0.02990006,0.145459673,0.003409086,0.003409086,0.008639658,0.148042897,0.146067905,1000,0.03235921,FALSE,,DW01231->DW01243,0.008639658
8504,correl_spearman,,copresence,DW00424->DW00426,1,0.959150525,correl_spearman=copresence,correl_spearman=0.0,correl_spearman=0.9591505249990525,DW00424->DW00426,-0.00530833,-0.004290965,0.073129957,0.959150525,0,0,0,0.957869918,0.958418022,1000,0.009278163,FALSE,,DW00424->DW00426,0
8506,correl_pearson,,copresence,DW00424->DW00425,1,0.925936652,correl_pearson=copresence,correl_pearson=1.2018320495132961E-5,correl_pearson=0.9259366520813287,DW00424->DW00425,-0.002762042,-0.019661065,0.070389943,0.925936652,1.20E-05,1.20E-05,3.99E-05,0.915572719,0.928666094,1000,0.047274192,FALSE,,DW00424->DW00425,3.99E-05
